Date,Polarity,Subjectivity
2007-01-01,0.05300237366061833,0.35151752281406484
2007-03-01,0.0548235649299479,0.381281277823831
2007-05-01,0.07375714442562271,0.407863291298074
2007-06-01,0.061995729341883125,0.39440819436973307
2007-08-01,0.05519056637806631,0.3813222477309016
2007-09-01,0.06350650586095792,0.3919044672983024
2007-10-01,0.059876798843635545,0.3642448915408096
2007-12-01,0.05871273947924885,0.3562720137130514
2008-01-01,0.06126664446664458,0.3361379153609916
2008-03-01,0.0797143251993998,0.3724820342730788
2008-04-01,0.05751625788772889,0.3559221969214538
2008-06-01,0.07386217146122057,0.37330217766033924
2008-08-01,0.06468559567930068,0.3692297395849554
2008-09-01,0.05489005124854179,0.362065006272553
2008-10-01,0.07688012576648957,0.3523079889548418
2008-12-01,0.08149218246292715,0.3937486903610572
2009-01-01,0.045706969919397746,0.34483816413729695
2009-03-01,0.0535667186768295,0.34996223044422475
2009-04-01,0.0577905531651732,0.3449254150105208
2009-06-01,0.06535685672956183,0.3980992557014582
2009-08-01,0.04380549773007868,0.36424137508983834
2009-09-01,0.06436189236251509,0.38647638310216076
2009-11-01,0.06859185178163282,0.38214985663160844
2009-12-01,0.0754350115219681,0.38804226228139194
2010-01-01,0.06705567302468333,0.35439928660095105
2010-03-01,0.06191651434984774,0.36960490620490566
2010-04-01,0.07804380157803845,0.36331217720304704
2010-06-01,0.07736759971247008,0.3591260899518004
2010-08-01,0.06964543990630946,0.36155236108496985
2010-09-01,0.06794248218111852,0.3541427974382519
2010-11-01,0.0733510367673548,0.37693839950534497
2010-12-01,0.06954227905153833,0.3704975602244119
2011-01-01,0.06284918958636299,0.35588043993223045
2011-03-01,0.07058661097651926,0.3691789025619296
2011-04-01,0.07050819095259765,0.34500194182049515
2011-06-01,0.06633106187014542,0.35426236873339295
2011-08-01,0.07357767674537381,0.3605908080413488
2011-09-01,0.06375275449782848,0.3626034098632618
2011-11-01,0.07090198837917477,0.3624798758486969
2011-12-01,0.061543858033219774,0.3339827662733244
2012-01-01,0.05529979383734146,0.34776141776474395
2012-03-01,0.061783242379874974,0.3726121182380328
2012-04-01,0.07902631568369735,0.3744250866743899
2012-06-01,0.07238113511538016,0.3774307731507488
2012-08-01,0.06431796207176928,0.3645279709714982
2012-09-01,0.06772865594143689,0.3881887342526381
2012-10-01,0.0752270017660298,0.37225251675177984
2012-12-01,0.052874766807777876,0.3575474307000544
2013-01-01,0.06997962247962254,0.35755916755916706
2013-03-01,0.07823326168780714,0.38312342707797215
2013-05-01,0.07928807986185035,0.3699455379857761
2013-06-01,0.08507623949417854,0.3819241901016702
2013-07-01,0.0767978699005189,0.3599753734124588
2013-09-01,0.07814126270342849,0.38019633886612436
2013-10-01,0.07130234412052594,0.37906887556887525
2013-12-01,0.09966780835487934,0.37615201541402876
2014-01-01,0.06464889289048963,0.34416244493135223
2014-03-01,0.07988806842921553,0.3689462985753506
2014-04-01,0.08514371274739951,0.35975068880598815
2014-06-01,0.08962272536491302,0.3754391268453763
2014-07-01,0.08860267626650331,0.3531116917158853
2014-09-01,0.08125388053874345,0.36461764761526305
2014-10-01,0.06251020743145745,0.36700993596681053
2014-12-01,0.0733008558765093,0.36438875391763914
2015-01-01,0.054856489397146255,0.3596897293046627
2015-03-01,0.08334752030590882,0.3743920760730532
2015-04-01,0.08373428462478602,0.37989856998761945
2015-06-01,0.07739138194846858,0.3606708543716416
2015-07-01,0.075367868392062,0.36613269148215316
2015-09-01,0.08046243346654881,0.36368116299186215
2015-10-01,0.06579305551079748,0.34896726481403856
2015-12-01,0.06122349139191946,0.35727278335930873
2016-01-01,0.051968995557162695,0.33427945243722446
2016-03-01,0.06068115143390546,0.3384963774835247
2016-04-01,0.0752494420101129,0.35680576819296295
2016-06-01,0.0659881807338455,0.3477492764140151
2016-07-01,0.06736963261963275,0.35516682266682215
2016-09-01,0.049209087275634084,0.3316611201548247
2016-11-01,0.0675896883775515,0.37533363570500433
2016-12-01,0.09180533998521825,0.37733344805600827
2017-02-01,0.054837329606747184,0.35367440407488876
2017-03-01,0.07639463643700938,0.36096266539486843
2017-05-01,0.06530021645680009,0.35670412262049206
2017-06-01,0.05963644578743594,0.353629148972589
2017-07-01,0.05519954779827395,0.353101796292879
2017-09-01,0.048409429782794854,0.3570757687285627
2017-11-01,0.07233896325328552,0.36857334800749086
2017-12-01,0.06797286710788822,0.3617548653097174
2018-01-01,0.06452898709728622,0.3457935697845489
2018-03-01,0.07364906811045019,0.3678545276614376
2018-05-01,0.07273872644672183,0.35499449051013277
2018-06-01,0.07627898607416675,0.3408327564893824
2018-08-01,0.07856245437568975,0.37085056446821085
2018-09-01,0.06977003044994677,0.35297961181852344
2018-11-01,0.0928117268852385,0.38140312165220924
2018-12-01,0.09379259695488824,0.3630684745511709
2019-01-01,0.06463359357953963,0.3344036043090093
2019-03-01,0.075386730325002,0.3655603361544716
2019-04-01,0.08434581752884857,0.3448491204040824
2019-06-01,0.08130916226455881,0.37571953407581077
2019-07-01,0.08774891942526707,0.3767366542482712
2019-09-01,0.08216430855077655,0.3654610191032208
2019-10-01,0.07392069202209361,0.3667112818023782
2019-12-01,0.06277795752006285,0.35475507182875565
2020-01-01,0.05246681267383164,0.33844401480048136
2020-03-01,0.08090355710578648,0.38414411019506434
2020-04-01,0.09417922538792599,0.37591790307098616
2020-06-01,0.09983226109240004,0.39394099325315884
2020-07-01,0.09223948788308065,0.3709848897606327
2020-09-01,0.12009197394245633,0.39390801320865526
2020-11-01,0.08729993163071768,0.37382267938272246
2020-12-01,0.10249841215863667,0.3847273276045087
2021-01-01,0.07507862217819845,0.3553406379402135
2021-03-01,0.10159542502157518,0.3740728020298232
2021-04-01,0.08863667912147004,0.3797047745241653
2021-06-01,0.08283804479037173,0.37382069091206377
2021-07-01,0.09415231045231047,0.36902695622695625
2021-09-01,0.08072519168920199,0.3567406115735163
